Indice_Secuencia,Nodo,Fecha_Inicio,Fecha_Fin,Fecha_Objetivo,Particion
48,Bogota_Sabana,2022-01-01,2022-12-01,2023-01-01,Train
49,Bogota_Sabana,2022-02-01,2023-01-01,2023-02-01,Train
50,Bogota_Sabana,2022-03-01,2023-02-01,2023-03-01,Train
51,Bogota_Sabana,2022-04-01,2023-03-01,2023-04-01,Train
52,Bogota_Sabana,2022-05-01,2023-04-01,2023-05-01,Train
53,Bogota_Sabana,2022-06-01,2023-05-01,2023-06-01,Train
54,Bogota_Sabana,2022-07-01,2023-06-01,2023-07-01,Train
55,Bogota_Sabana,2022-08-01,2023-07-01,2023-08-01,Train
56,Bogota_Sabana,2022-09-01,2023-08-01,2023-09-01,Train
57,Bogota_Sabana,2022-10-01,2023-09-01,2023-10-01,Train
58,Bogota_Sabana,2022-11-01,2023-10-01,2023-11-01,Validacion
59,Bogota_Sabana,2022-12-01,2023-11-01,2023-12-01,Validacion
60,Bogota_Sabana,2023-01-01,2023-12-01,2024-01-01,Validacion
61,Bogota_Sabana,2023-02-01,2024-01-01,2024-02-01,Validacion
62,Bogota_Sabana,2023-03-01,2024-02-01,2024-03-01,Validacion
63,Bogota_Sabana,2023-04-01,2024-03-01,2024-04-01,Validacion
64,Bogota_Sabana,2023-05-01,2024-04-01,2024-05-01,Validacion
65,Bogota_Sabana,2023-06-01,2024-05-01,2024-06-01,Validacion
66,Bogota_Sabana,2023-07-01,2024-06-01,2024-07-01,Validacion
67,Bogota_Sabana,2023-08-01,2024-07-01,2024-08-01,Validacion
68,Bogota_Sabana,2023-09-01,2024-08-01,2024-09-01,Validacion
69,Bogota_Sabana,2023-10-01,2024-09-01,2024-10-01,Validacion
70,Bogota_Sabana,2023-11-01,2024-10-01,2024-11-01,Validacion
71,Bogota_Sabana,2023-12-01,2024-11-01,2024-12-01,Prueba
72,Bogota_Sabana,2024-01-01,2024-12-01,2025-01-01,Prueba
73,Bogota_Sabana,2024-02-01,2025-01-01,2025-02-01,Prueba
74,Bogota_Sabana,2024-03-01,2025-02-01,2025-03-01,Prueba
75,Bogota_Sabana,2024-04-01,2025-03-01,2025-04-01,Prueba
76,Bogota_Sabana,2024-05-01,2025-04-01,2025-05-01,Prueba
77,Bogota_Sabana,2024-06-01,2025-05-01,2025-06-01,Prueba
78,Bogota_Sabana,2024-07-01,2025-06-01,2025-07-01,Prueba
79,Bogota_Sabana,2024-08-01,2025-07-01,2025-08-01,Prueba
80,Bogota_Sabana,2024-09-01,2025-08-01,2025-09-01,Prueba
81,Bogota_Sabana,2024-10-01,2025-09-01,2025-10-01,Prueba
82,Bogota_Sabana,2024-11-01,2025-10-01,2025-11-01,Prueba
83,Bogota_Sabana,2024-12-01,2025-11-01,2025-12-01,Prueba
84,Sopo_Sur,2018-01-01,2018-12-01,2019-01-01,Train
85,Sopo_Sur,2018-02-01,2019-01-01,2019-02-01,Train
86,Sopo_Sur,2018-03-01,2019-02-01,2019-03-01,Train
87,Sopo_Sur,2018-04-01,2019-03-01,2019-04-01,Train
88,Sopo_Sur,2018-05-01,2019-04-01,2019-05-01,Train
89,Sopo_Sur,2018-06-01,2019-05-01,2019-06-01,Train
90,Sopo_Sur,2018-07-01,2019-06-01,2019-07-01,Train
91,Sopo_Sur,2018-08-01,2019-07-01,2019-08-01,Train
92,Sopo_Sur,2018-09-01,2019-08-01,2019-09-01,Train
93,Sopo_Sur,2018-10-01,2019-09-01,2019-10-01,Train
94,Sopo_Sur,2018-11-01,2019-10-01,2019-11-01,Train
95,Sopo_Sur,2018-12-01,2019-11-01,2019-12-01,Train
96,Sopo_Sur,2019-01-01,2019-12-01,2020-01-01,Train
97,Sopo_Sur,2019-02-01,2020-01-01,2020-02-01,Train
98,Sopo_Sur,2019-03-01,2020-02-01,2020-03-01,Train
99,Sopo_Sur,2019-04-01,2020-03-01,2020-04-01,Train
100,Sopo_Sur,2019-05-01,2020-04-01,2020-05-01,Train
101,Sopo_Sur,2019-06-01,2020-05-01,2020-06-01,Train
102,Sopo_Sur,2019-07-01,2020-06-01,2020-07-01,Train
103,Sopo_Sur,2019-08-01,2020-07-01,2020-08-01,Train
104,Sopo_Sur,2019-09-01,2020-08-01,2020-09-01,Train
105,Sopo_Sur,2019-10-01,2020-09-01,2020-10-01,Train
106,Sopo_Sur,2019-11-01,2020-10-01,2020-11-01,Train
107,Sopo_Sur,2019-12-01,2020-11-01,2020-12-01,Train
108,Sopo_Sur,2020-01-01,2020-12-01,2021-01-01,Train
109,Sopo_Sur,2020-02-01,2021-01-01,2021-02-01,Train
110,Sopo_Sur,2020-03-01,2021-02-01,2021-03-01,Train
111,Sopo_Sur,2020-04-01,2021-03-01,2021-04-01,Train
112,Sopo_Sur,2020-05-01,2021-04-01,2021-05-01,Train
113,Sopo_Sur,2020-06-01,2021-05-01,2021-06-01,Train
114,Sopo_Sur,2020-07-01,2021-06-01,2021-07-01,Train
115,Sopo_Sur,2020-08-01,2021-07-01,2021-08-01,Train
116,Sopo_Sur,2020-09-01,2021-08-01,2021-09-01,Train
117,Sopo_Sur,2020-10-01,2021-09-01,2021-10-01,Train
118,Sopo_Sur,2020-11-01,2021-10-01,2021-11-01,Train
119,Sopo_Sur,2020-12-01,2021-11-01,2021-12-01,Train
120,Sopo_Sur,2021-01-01,2021-12-01,2022-01-01,Train
121,Sopo_Sur,2021-02-01,2022-01-01,2022-02-01,Train
122,Sopo_Sur,2021-03-01,2022-02-01,2022-03-01,Train
123,Sopo_Sur,2021-04-01,2022-03-01,2022-04-01,Train
124,Sopo_Sur,2021-05-01,2022-04-01,2022-05-01,Train
125,Sopo_Sur,2021-06-01,2022-05-01,2022-06-01,Train
126,Sopo_Sur,2021-07-01,2022-06-01,2022-07-01,Train
127,Sopo_Sur,2021-08-01,2022-07-01,2022-08-01,Train
128,Sopo_Sur,2021-09-01,2022-08-01,2022-09-01,Train
129,Sopo_Sur,2021-10-01,2022-09-01,2022-10-01,Train
130,Sopo_Sur,2021-11-01,2022-10-01,2022-11-01,Train
131,Sopo_Sur,2021-12-01,2022-11-01,2022-12-01,Train
132,Sopo_Sur,2022-01-01,2022-12-01,2023-01-01,Train
133,Sopo_Sur,2022-02-01,2023-01-01,2023-02-01,Train
134,Sopo_Sur,2022-03-01,2023-02-01,2023-03-01,Train
135,Sopo_Sur,2022-04-01,2023-03-01,2023-04-01,Train
136,Sopo_Sur,2022-05-01,2023-04-01,2023-05-01,Train
137,Sopo_Sur,2022-06-01,2023-05-01,2023-06-01,Train
138,Sopo_Sur,2022-07-01,2023-06-01,2023-07-01,Train
139,Sopo_Sur,2022-08-01,2023-07-01,2023-08-01,Train
140,Sopo_Sur,2022-09-01,2023-08-01,2023-09-01,Train
141,Sopo_Sur,2022-10-01,2023-09-01,2023-10-01,Train
142,Sopo_Sur,2022-11-01,2023-10-01,2023-11-01,Validacion
143,Sopo_Sur,2022-12-01,2023-11-01,2023-12-01,Validacion
144,Sopo_Sur,2023-01-01,2023-12-01,2024-01-01,Validacion
145,Sopo_Sur,2023-02-01,2024-01-01,2024-02-01,Validacion
146,Sopo_Sur,2023-03-01,2024-02-01,2024-03-01,Validacion
147,Sopo_Sur,2023-04-01,2024-03-01,2024-04-01,Validacion
148,Sopo_Sur,2023-05-01,2024-04-01,2024-05-01,Validacion
149,Sopo_Sur,2023-06-01,2024-05-01,2024-06-01,Validacion
150,Sopo_Sur,2023-07-01,2024-06-01,2024-07-01,Validacion
151,Sopo_Sur,2023-08-01,2024-07-01,2024-08-01,Validacion
152,Sopo_Sur,2023-09-01,2024-08-01,2024-09-01,Validacion
153,Sopo_Sur,2023-10-01,2024-09-01,2024-10-01,Validacion
154,Sopo_Sur,2023-11-01,2024-10-01,2024-11-01,Validacion
155,Sopo_Sur,2023-12-01,2024-11-01,2024-12-01,Prueba
156,Sopo_Sur,2024-01-01,2024-12-01,2025-01-01,Prueba
157,Sopo_Sur,2024-02-01,2025-01-01,2025-02-01,Prueba
158,Sopo_Sur,2024-03-01,2025-02-01,2025-03-01,Prueba
159,Sopo_Sur,2024-04-01,2025-03-01,2025-04-01,Prueba
160,Sopo_Sur,2024-05-01,2025-04-01,2025-05-01,Prueba
161,Sopo_Sur,2024-06-01,2025-05-01,2025-06-01,Prueba
162,Sopo_Sur,2024-07-01,2025-06-01,2025-07-01,Prueba
163,Sopo_Sur,2024-08-01,2025-07-01,2025-08-01,Prueba
164,Sopo_Sur,2024-09-01,2025-08-01,2025-09-01,Prueba
165,Sopo_Sur,2024-10-01,2025-09-01,2025-10-01,Prueba
166,Sopo_Sur,2024-11-01,2025-10-01,2025-11-01,Prueba
167,Sopo_Sur,2024-12-01,2025-11-01,2025-12-01,Prueba
168,Tocancipa_Media,2018-01-01,2018-12-01,2019-01-01,Train
169,Tocancipa_Media,2018-02-01,2019-01-01,2019-02-01,Train
170,Tocancipa_Media,2018-03-01,2019-02-01,2019-03-01,Train
171,Tocancipa_Media,2018-04-01,2019-03-01,2019-04-01,Train
172,Tocancipa_Media,2018-05-01,2019-04-01,2019-05-01,Train
173,Tocancipa_Media,2018-06-01,2019-05-01,2019-06-01,Train
174,Tocancipa_Media,2018-07-01,2019-06-01,2019-07-01,Train
175,Tocancipa_Media,2018-08-01,2019-07-01,2019-08-01,Train
176,Tocancipa_Media,2018-09-01,2019-08-01,2019-09-01,Train
177,Tocancipa_Media,2018-10-01,2019-09-01,2019-10-01,Train
178,Tocancipa_Media,2018-11-01,2019-10-01,2019-11-01,Train
179,Tocancipa_Media,2018-12-01,2019-11-01,2019-12-01,Train
180,Tocancipa_Media,2019-01-01,2019-12-01,2020-01-01,Train
181,Tocancipa_Media,2019-02-01,2020-01-01,2020-02-01,Train
182,Tocancipa_Media,2019-03-01,2020-02-01,2020-03-01,Train
183,Tocancipa_Media,2019-04-01,2020-03-01,2020-04-01,Train
184,Tocancipa_Media,2019-05-01,2020-04-01,2020-05-01,Train
185,Tocancipa_Media,2019-06-01,2020-05-01,2020-06-01,Train
186,Tocancipa_Media,2019-07-01,2020-06-01,2020-07-01,Train
187,Tocancipa_Media,2019-08-01,2020-07-01,2020-08-01,Train
188,Tocancipa_Media,2019-09-01,2020-08-01,2020-09-01,Train
189,Tocancipa_Media,2019-10-01,2020-09-01,2020-10-01,Train
190,Tocancipa_Media,2019-11-01,2020-10-01,2020-11-01,Train
191,Tocancipa_Media,2019-12-01,2020-11-01,2020-12-01,Train
192,Tocancipa_Media,2020-01-01,2020-12-01,2021-01-01,Train
193,Tocancipa_Media,2020-02-01,2021-01-01,2021-02-01,Train
194,Tocancipa_Media,2020-03-01,2021-02-01,2021-03-01,Train
195,Tocancipa_Media,2020-04-01,2021-03-01,2021-04-01,Train
196,Tocancipa_Media,2020-05-01,2021-04-01,2021-05-01,Train
197,Tocancipa_Media,2020-06-01,2021-05-01,2021-06-01,Train
198,Tocancipa_Media,2020-07-01,2021-06-01,2021-07-01,Train
199,Tocancipa_Media,2020-08-01,2021-07-01,2021-08-01,Train
200,Tocancipa_Media,2020-09-01,2021-08-01,2021-09-01,Train
201,Tocancipa_Media,2020-10-01,2021-09-01,2021-10-01,Train
202,Tocancipa_Media,2020-11-01,2021-10-01,2021-11-01,Train
203,Tocancipa_Media,2020-12-01,2021-11-01,2021-12-01,Train
204,Tocancipa_Media,2021-01-01,2021-12-01,2022-01-01,Train
205,Tocancipa_Media,2021-02-01,2022-01-01,2022-02-01,Train
206,Tocancipa_Media,2021-03-01,2022-02-01,2022-03-01,Train
207,Tocancipa_Media,2021-04-01,2022-03-01,2022-04-01,Train
208,Tocancipa_Media,2021-05-01,2022-04-01,2022-05-01,Train
209,Tocancipa_Media,2021-06-01,2022-05-01,2022-06-01,Train
210,Tocancipa_Media,2021-07-01,2022-06-01,2022-07-01,Train
211,Tocancipa_Media,2021-08-01,2022-07-01,2022-08-01,Train
212,Tocancipa_Media,2021-09-01,2022-08-01,2022-09-01,Train
213,Tocancipa_Media,2021-10-01,2022-09-01,2022-10-01,Train
214,Tocancipa_Media,2021-11-01,2022-10-01,2022-11-01,Train
215,Tocancipa_Media,2021-12-01,2022-11-01,2022-12-01,Train
216,Tocancipa_Media,2022-01-01,2022-12-01,2023-01-01,Train
217,Tocancipa_Media,2022-02-01,2023-01-01,2023-02-01,Train
218,Tocancipa_Media,2022-03-01,2023-02-01,2023-03-01,Train
219,Tocancipa_Media,2022-04-01,2023-03-01,2023-04-01,Train
220,Tocancipa_Media,2022-05-01,2023-04-01,2023-05-01,Train
221,Tocancipa_Media,2022-06-01,2023-05-01,2023-06-01,Train
222,Tocancipa_Media,2022-07-01,2023-06-01,2023-07-01,Train
223,Tocancipa_Media,2022-08-01,2023-07-01,2023-08-01,Train
224,Tocancipa_Media,2022-09-01,2023-08-01,2023-09-01,Train
225,Tocancipa_Media,2022-10-01,2023-09-01,2023-10-01,Train
226,Tocancipa_Media,2022-11-01,2023-10-01,2023-11-01,Validacion
227,Tocancipa_Media,2022-12-01,2023-11-01,2023-12-01,Validacion
228,Tocancipa_Media,2023-01-01,2023-12-01,2024-01-01,Validacion
229,Tocancipa_Media,2023-02-01,2024-01-01,2024-02-01,Validacion
230,Tocancipa_Media,2023-03-01,2024-02-01,2024-03-01,Validacion
231,Tocancipa_Media,2023-04-01,2024-03-01,2024-04-01,Validacion
232,Tocancipa_Media,2023-05-01,2024-04-01,2024-05-01,Validacion
233,Tocancipa_Media,2023-06-01,2024-05-01,2024-06-01,Validacion
234,Tocancipa_Media,2023-07-01,2024-06-01,2024-07-01,Validacion
235,Tocancipa_Media,2023-08-01,2024-07-01,2024-08-01,Validacion
236,Tocancipa_Media,2023-09-01,2024-08-01,2024-09-01,Validacion
237,Tocancipa_Media,2023-10-01,2024-09-01,2024-10-01,Validacion
238,Tocancipa_Media,2023-11-01,2024-10-01,2024-11-01,Validacion
239,Tocancipa_Media,2023-12-01,2024-11-01,2024-12-01,Prueba
240,Tocancipa_Media,2024-01-01,2024-12-01,2025-01-01,Prueba
241,Tocancipa_Media,2024-02-01,2025-01-01,2025-02-01,Prueba
242,Tocancipa_Media,2024-03-01,2025-02-01,2025-03-01,Prueba
243,Tocancipa_Media,2024-04-01,2025-03-01,2025-04-01,Prueba
244,Tocancipa_Media,2024-05-01,2025-04-01,2025-05-01,Prueba
245,Tocancipa_Media,2024-06-01,2025-05-01,2025-06-01,Prueba
246,Tocancipa_Media,2024-07-01,2025-06-01,2025-07-01,Prueba
247,Tocancipa_Media,2024-08-01,2025-07-01,2025-08-01,Prueba
248,Tocancipa_Media,2024-09-01,2025-08-01,2025-09-01,Prueba
249,Tocancipa_Media,2024-10-01,2025-09-01,2025-10-01,Prueba
250,Tocancipa_Media,2024-11-01,2025-10-01,2025-11-01,Prueba
251,Tocancipa_Media,2024-12-01,2025-11-01,2025-12-01,Prueba
252,Villapinzon_Alta,2018-01-01,2018-12-01,2019-01-01,Train
253,Villapinzon_Alta,2018-02-01,2019-01-01,2019-02-01,Train
254,Villapinzon_Alta,2018-03-01,2019-02-01,2019-03-01,Train
255,Villapinzon_Alta,2018-04-01,2019-03-01,2019-04-01,Train
256,Villapinzon_Alta,2018-05-01,2019-04-01,2019-05-01,Train
257,Villapinzon_Alta,2018-06-01,2019-05-01,2019-06-01,Train
258,Villapinzon_Alta,2018-07-01,2019-06-01,2019-07-01,Train
259,Villapinzon_Alta,2018-08-01,2019-07-01,2019-08-01,Train
260,Villapinzon_Alta,2018-09-01,2019-08-01,2019-09-01,Train
261,Villapinzon_Alta,2018-10-01,2019-09-01,2019-10-01,Train
262,Villapinzon_Alta,2018-11-01,2019-10-01,2019-11-01,Train
263,Villapinzon_Alta,2018-12-01,2019-11-01,2019-12-01,Train
264,Villapinzon_Alta,2019-01-01,2019-12-01,2020-01-01,Train
265,Villapinzon_Alta,2019-02-01,2020-01-01,2020-02-01,Train
266,Villapinzon_Alta,2019-03-01,2020-02-01,2020-03-01,Train
267,Villapinzon_Alta,2019-04-01,2020-03-01,2020-04-01,Train
268,Villapinzon_Alta,2019-05-01,2020-04-01,2020-05-01,Train
269,Villapinzon_Alta,2019-06-01,2020-05-01,2020-06-01,Train
270,Villapinzon_Alta,2019-07-01,2020-06-01,2020-07-01,Train
271,Villapinzon_Alta,2019-08-01,2020-07-01,2020-08-01,Train
272,Villapinzon_Alta,2019-09-01,2020-08-01,2020-09-01,Train
273,Villapinzon_Alta,2019-10-01,2020-09-01,2020-10-01,Train
274,Villapinzon_Alta,2019-11-01,2020-10-01,2020-11-01,Train
275,Villapinzon_Alta,2019-12-01,2020-11-01,2020-12-01,Train
276,Villapinzon_Alta,2020-01-01,2020-12-01,2021-01-01,Train
277,Villapinzon_Alta,2020-02-01,2021-01-01,2021-02-01,Train
278,Villapinzon_Alta,2020-03-01,2021-02-01,2021-03-01,Train
279,Villapinzon_Alta,2020-04-01,2021-03-01,2021-04-01,Train
280,Villapinzon_Alta,2020-05-01,2021-04-01,2021-05-01,Train
281,Villapinzon_Alta,2020-06-01,2021-05-01,2021-06-01,Train
282,Villapinzon_Alta,2020-07-01,2021-06-01,2021-07-01,Train
283,Villapinzon_Alta,2020-08-01,2021-07-01,2021-08-01,Train
284,Villapinzon_Alta,2020-09-01,2021-08-01,2021-09-01,Train
285,Villapinzon_Alta,2020-10-01,2021-09-01,2021-10-01,Train
286,Villapinzon_Alta,2020-11-01,2021-10-01,2021-11-01,Train
287,Villapinzon_Alta,2020-12-01,2021-11-01,2021-12-01,Train
288,Villapinzon_Alta,2021-01-01,2021-12-01,2022-01-01,Train
289,Villapinzon_Alta,2021-02-01,2022-01-01,2022-02-01,Train
290,Villapinzon_Alta,2021-03-01,2022-02-01,2022-03-01,Train
291,Villapinzon_Alta,2021-04-01,2022-03-01,2022-04-01,Train
292,Villapinzon_Alta,2021-05-01,2022-04-01,2022-05-01,Train
293,Villapinzon_Alta,2021-06-01,2022-05-01,2022-06-01,Train
294,Villapinzon_Alta,2021-07-01,2022-06-01,2022-07-01,Train
295,Villapinzon_Alta,2021-08-01,2022-07-01,2022-08-01,Train
296,Villapinzon_Alta,2021-09-01,2022-08-01,2022-09-01,Train
297,Villapinzon_Alta,2021-10-01,2022-09-01,2022-10-01,Train
298,Villapinzon_Alta,2021-11-01,2022-10-01,2022-11-01,Train
299,Villapinzon_Alta,2021-12-01,2022-11-01,2022-12-01,Train
300,Villapinzon_Alta,2022-01-01,2022-12-01,2023-01-01,Train
301,Villapinzon_Alta,2022-02-01,2023-01-01,2023-02-01,Train
302,Villapinzon_Alta,2022-03-01,2023-02-01,2023-03-01,Train
303,Villapinzon_Alta,2022-04-01,2023-03-01,2023-04-01,Train
304,Villapinzon_Alta,2022-05-01,2023-04-01,2023-05-01,Train
305,Villapinzon_Alta,2022-06-01,2023-05-01,2023-06-01,Train
306,Villapinzon_Alta,2022-07-01,2023-06-01,2023-07-01,Train
307,Villapinzon_Alta,2022-08-01,2023-07-01,2023-08-01,Train
308,Villapinzon_Alta,2022-09-01,2023-08-01,2023-09-01,Train
309,Villapinzon_Alta,2022-10-01,2023-09-01,2023-10-01,Train
310,Villapinzon_Alta,2022-11-01,2023-10-01,2023-11-01,Validacion
311,Villapinzon_Alta,2022-12-01,2023-11-01,2023-12-01,Validacion
312,Villapinzon_Alta,2023-01-01,2023-12-01,2024-01-01,Validacion
313,Villapinzon_Alta,2023-02-01,2024-01-01,2024-02-01,Validacion
314,Villapinzon_Alta,2023-03-01,2024-02-01,2024-03-01,Validacion
315,Villapinzon_Alta,2023-04-01,2024-03-01,2024-04-01,Validacion
316,Villapinzon_Alta,2023-05-01,2024-04-01,2024-05-01,Validacion
317,Villapinzon_Alta,2023-06-01,2024-05-01,2024-06-01,Validacion
318,Villapinzon_Alta,2023-07-01,2024-06-01,2024-07-01,Validacion
319,Villapinzon_Alta,2023-08-01,2024-07-01,2024-08-01,Validacion
320,Villapinzon_Alta,2023-09-01,2024-08-01,2024-09-01,Validacion
321,Villapinzon_Alta,2023-10-01,2024-09-01,2024-10-01,Validacion
322,Villapinzon_Alta,2023-11-01,2024-10-01,2024-11-01,Validacion
323,Villapinzon_Alta,2023-12-01,2024-11-01,2024-12-01,Prueba
324,Villapinzon_Alta,2024-01-01,2024-12-01,2025-01-01,Prueba
325,Villapinzon_Alta,2024-02-01,2025-01-01,2025-02-01,Prueba
326,Villapinzon_Alta,2024-03-01,2025-02-01,2025-03-01,Prueba
327,Villapinzon_Alta,2024-04-01,2025-03-01,2025-04-01,Prueba
328,Villapinzon_Alta,2024-05-01,2025-04-01,2025-05-01,Prueba
329,Villapinzon_Alta,2024-06-01,2025-05-01,2025-06-01,Prueba
330,Villapinzon_Alta,2024-07-01,2025-06-01,2025-07-01,Prueba
331,Villapinzon_Alta,2024-08-01,2025-07-01,2025-08-01,Prueba
332,Villapinzon_Alta,2024-09-01,2025-08-01,2025-09-01,Prueba
333,Villapinzon_Alta,2024-10-01,2025-09-01,2025-10-01,Prueba
334,Villapinzon_Alta,2024-11-01,2025-10-01,2025-11-01,Prueba
335,Villapinzon_Alta,2024-12-01,2025-11-01,2025-12-01,Prueba
